STUDENT NO.,Staff,LAST NAME,FIRST NAME,GENDER,DATE OF BIRTH,COUNTRY ORIGIN,COUNTRY,MOBILE,EMAIL,YEAR,STUDY LEVEL,POST GRAD.,FACULTY,COURSE,START DATE,END DATE,SESS START DATE,SESS END DATE,Length of talk (Mins),Tone or sentimental score,No. comunications, Prior awareness,No. questions student,No. questions VA,Lead Score
117,Allyson,HAYES,Ian,M,27-12-03,Australia ,United Arab Emirates,9.71589E+11,benits@comcast.net,2021,High school graduate ,No ,"Business, Finance and Management",Finance,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
118,Felicity,CHAVEZ,Skylar,F,07-07-03,France,United Arab Emirates,9.7159E+11,cliffordj@comcast.net,2021,High school graduate ,No ,"Business, Finance and Management",Finance,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
119,Kira,GIBSON,Camila,F,23-03-04,France,United Arab Emirates,9.71589E+11,mosses@outlook.com,2021,High school graduate ,No ,"Business, Finance and Management",Finance,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
120,Briella,BRYANT,Cooper,M,19-08-04,France,United Arab Emirates,97152575259,library@aol.com,2021,High school graduate ,No ,"Business, Finance and Management",Finance,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
121,Kamryn,ELLIS,Easton,M,07-01-04,France,United Arab Emirates,9.71582E+11,crobles@yahoo.com,2021,High school graduate ,No ,"Business, Finance and Management",Finance,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
122,Skyler,STEVENS,Kevin,M,25-08-03,France,United Arab Emirates,9.71508E+11,gator@live.com,2021,High school graduate ,No ,"Business, Finance and Management",Finance,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
123,Adaline,MURRAY,Jose,M,10-08-04,America ,United Arab Emirates,97150367366,esokullu@gmail.com,2021,High school graduate ,No ,"Business, Finance and Management",Finance,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
124,Alicia,FORD,Tyler,M,16-01-04,America ,United Arab Emirates,9.71552E+11,jimmichie@aol.com,2021,High school graduate ,No ,"Business, Finance and Management",Finance,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
125,Nehemiah,MARSHALL,Anna,F,10-02-03,America ,United Arab Emirates,97154816320,jbearp@live.com,2021,High school graduate ,No ,"Business, Finance and Management",Finance,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
126,Ember,OWENS,Brandon,M,20-08-03,America ,United Arab Emirates,9.71506E+11,jandrese@yahoo.com,2021,High school graduate ,No ,"Business, Finance and Management",Finance,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
127,Aylin,MCDONALD,Asher,M,28-11-03,America ,United Arab Emirates,97150110375,gommix@me.com,2021,High school graduate ,No ,"Business, Finance and Management",Finance,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
128,Drew,HARRISON,Paisley,F,26-06-04,America ,United Arab Emirates,97152756171,tromey@optonline.net,2021,High school graduate ,No ,"Business, Finance and Management",Finance,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
129,Veronica,RUIZ,Jaxson,M,28-08-04,America ,United Arab Emirates,9715025807,monkeydo@gmail.com,2021,High school graduate ,No ,"Business, Finance and Management",Finance,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
130,Cade,KENNEDY,Mateo,M,21-05-04,Ukraine,United Arab Emirates,9.71545E+11,portele@verizon.net,2021,High school graduate ,No ,"Business, Finance and Management",Finance,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
131,Muhammad,WELLS,Jason,M,27-02-04,Ukraine,United Arab Emirates,9.71523E+11,epeeist@att.net,2021,High school graduate ,No ,"Business, Finance and Management",Finance,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
132,Esmeralda,ALVAREZ,Ariana,F,06-02-04,Ukraine,United Arab Emirates,9.71585E+11,sinkou@aol.com,2021,High school graduate ,No ,"Business, Finance and Management",Finance,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
133,Sage,WOODS,Ayden,M,28-07-03,Ukraine,United Arab Emirates,9.71542E+11,tlinden@att.net,2021,High school graduate ,No ,"Business, Finance and Management",Finance,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
134,Leslie,MENDOZA,Ellie,F,29-07-03,Ukraine,United Arab Emirates,97158986469,kobayasi@att.net,2021,High school graduate ,No ,"Business, Finance and Management",Finance,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
135,Aspen,CASTILLO,Aaliyah,F,20-08-02,Armenia,United Arab Emirates,9.71586E+11,raines@live.com,2021,High school graduate ,No ,"Business, Finance and Management",Finance,05-05-24,04-10-26,Spring,Winter,,,,,,,
136,Gia,OLSON,Zachary,M,28-02-03,Armenia,United Arab Emirates,9.71545E+11,wilsonpm@msn.com,2021,High school graduate ,No ,"Business, Finance and Management",Finance,05-05-24,04-10-26,Spring,Winter,,,,,,,
137,Kendrick,WEBB,Claire,F,20-10-03,Armenia,United Arab Emirates,97154335458,frederic@outlook.com,2021,High school graduate ,No ,"Business, Finance and Management",Finance,05-05-24,04-10-26,Spring,Winter,,,,,,,
138,Camilla,WASHINGTON,Violet,F,26-01-03,Armenia,United Arab Emirates,9.71524E+11,kawasaki@sbcglobal.net,2021,High school graduate ,No ,"Business, Finance and Management",Finance,05-05-24,04-10-26,Spring,Winter,,,,,,,
139,Pedro,TUCKER,Stella,F,07-08-03,Armenia,United Arab Emirates,9.71509E+11,csilvers@aol.com,2021,High school graduate ,No ,"Business, Finance and Management",Finance,05-05-24,04-10-26,Spring,Winter,,,,,,,
140,Ashlynn,FREEMAN,Sadie,F,05-10-03,India ,United Arab Emirates,9.71507E+11,kramulous@gmail.com,2021,High school graduate ,No ,"Business, Finance and Management",Finance,05-05-24,04-10-26,Spring,Winter,,,,,,,
141,Scarlet,BURNS,Carson,M,27-03-02,India ,United Arab Emirates,9.71509E+11,satishr@comcast.net,2021,High school graduate ,No ,"Business, Finance and Management",Finance,05-05-24,04-10-26,Spring,Winter,,,,,,,
142,Orion,HENRY,Mila,F,11-05-03,India ,United Arab Emirates,9.71586E+11,panolex@aol.com,2021,High school graduate ,No ,"Business, Finance and Management",Finance,05-05-24,04-10-26,Spring,Winter,,,,,,,
143,Aden,VASQUEZ,Xavier,M,07-09-03,India ,United Arab Emirates,9715678529,bebing@icloud.com,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,04-10-26,Autumn,Spring,,,,,,,
144,Kamden,SNYDER,Gabriella,F,02-12-00,India ,United Arab Emirates,9.71552E+11,erynf@att.net,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
145,Journee,SIMPSON,Leo,M,11-02-03,India ,United Arab Emirates,9.71586E+11,vganesh@sbcglobal.net,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
146,Ruben,CRAWFORD,Lucy,F,10-03-03,South Africa,United Arab Emirates,9.71567E+11,hoyer@hotmail.com,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
147,Zaiden,JIMENEZ,Arianna,F,08-09-03,South Africa,United Arab Emirates,9.71542E+11,aschmitz@comcast.net,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
148,Daphne,PORTER,Kennedy,F,02-08-03,South Africa,United Arab Emirates,9.71586E+11,drhyde@aol.com,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
149,Clark,MASON,Sarah,F,24-07-03,South Africa,United Arab Emirates,9715271420,philb@sbcglobal.net,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
150,Noel,SHAW,Madelyn,F,12-07-02,South Africa,United Arab Emirates,9.71587E+11,corrada@sbcglobal.net,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
151,Bianca,GORDON,Eleanor,F,06-09-02,South Africa,United Arab Emirates,9.71543E+11,enintend@gmail.com,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
152,Mckinley,WAGNER,Kaylee,F,22-04-02,South Africa,United Arab Emirates,9.71589E+11,ryanshaw@sbcglobal.net,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
153,Porter,HUNTER,Caroline,F,24-06-02,South Africa,United Arab Emirates,9.71506E+11,north@att.net,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
154,Amira,ROMERO,Ezra,M,06-04-02,South Africa,United Arab Emirates,9.71586E+11,timlinux@yahoo.ca,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
155,Solomon,HICKS,Bentley,M,02-05-02,Germany,United Arab Emirates,97158717393,bradl@hotmail.com,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
156,Romeo,DIXON,Hazel,F,28-04-02,Iran,United Arab Emirates,9.71553E+11,fatelk@gmail.com,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
157,Rory,HUNT,Sawyer,M,05-03-02,Turkey,United Arab Emirates,9.71555E+11,nachbaur@hotmail.com,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
158,Carmen,PALMER,Hailey,F,10-08-02,Democratic Republic of the Congo,United Arab Emirates,9715691562,mrsam@yahoo.com,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
159,Kyleigh,ROBERTSON,Kayden,M,13-02-02,Thailand,United Arab Emirates,9.71558E+11,spadkins@hotmail.com,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
160,Malik,BLACK,Blake,M,25-12-02,France,United Arab Emirates,9.71559E+11,hstiles@sbcglobal.net,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
161,Megan,HOLMES,Nathaniel,M,25-02-02,United Kingdom,United Arab Emirates,9.71563E+11,moinefou@mac.com,2021,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
162,Daxton,STONE,Genesis,F,01-11-00,Italy,United Arab Emirates,97155601912,mfleming@comcast.net,2023,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
163,Skye,MEYER,Kylie,F,19-04-03,Egypt,United Arab Emirates,9.71556E+11,ateniese@yahoo.com,2023,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
164,Leland,BOYD,Ryder,M,08-06-01,South Africa,United Arab Emirates,9.71541E+11,mbalazin@hotmail.com,2023,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
165,Elsie,MILLS,Theodore,M,16-01-02,South Korea,United Arab Emirates,9.71558E+11,smeier@sbcglobal.net,2023,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
166,Kennedi,WARREN,Autumn,F,15-05-02,Colombia,United Arab Emirates,9.71553E+11,crowemojo@aol.com,2023,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
167,Averie,FOX,Piper,F,21-03-01,Spain,United Arab Emirates,9.71586E+11,dwendlan@optonline.net,2023,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
168,Carly,ROSE,Maya,F,21-05-01,Algeria ,United Arab Emirates,97154197730,wojciech@msn.com,2023,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
169,Rylie,RICE,Elias,M,30-11-00,Algeria ,United Arab Emirates,9.71559E+11,punkis@sbcglobal.net,2023,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
170,Kash,MORENO,Nevaeh,F,12-02-01,Algeria ,United Arab Emirates,97154841512,moxfulder@att.net,2023,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
171,Gracelynn,SCHMIDT,Serenity,F,12-08-01,Tunisia ,United Arab Emirates,9.71549E+11,thaljef@icloud.com,2023,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
172,Mallory,PATEL,Peyton,F,22-10-00,Turkey ,United Arab Emirates,9.71503E+11,kempsonc@verizon.net,2023,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
173,Abram,FERGUSON,Tristan,M,08-04-01,Jordan ,United Arab Emirates,9.71581E+11,melnik@yahoo.ca,2023,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
174,Emersyn,NICHOLS,Roman,M,06-04-01,Jordan ,United Arab Emirates,9.71508E+11,cderoove@mac.com,2023,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,05-05-24,04-10-26,Spring,Winter,,,,,,,
175,Logan,HERRERA,Mackenzie,F,10-12-00,Jordan ,United Arab Emirates,9.71553E+11,skoch@live.com,2023,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,05-05-24,04-10-26,Spring,Winter,,,,,,,
176,Derrick,MEDINA,Leonardo,M,28-04-01,Jordan ,United Arab Emirates,9.71585E+11,kidehen@hotmail.com,2023,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,05-05-24,04-10-26,Spring,Winter,,,,,,,
177,Camryn,RYAN,Bella,F,10-11-00,Germany,United Arab Emirates,9.71582E+11,magusnet@optonline.net,2023,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,05-05-24,04-10-26,Spring,Winter,,,,,,,
178,Kade,FERNANDEZ,Camden,M,04-06-01,Iran,United Arab Emirates,9.71545E+11,pedwards@mac.com,2023,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,05-05-24,04-10-26,Spring,Winter,,,,,,,
179,Gunnar,WEAVER,Eva,F,24-06-01,Turkey,United Arab Emirates,9.71547E+11,petersko@hotmail.com,2023,High school graduate ,No ,"Business, Finance and Management",Human Resource Management,05-05-24,04-10-26,Spring,Winter,,,,,,,
180,Prince,DANIELS,Taylor,F,05-02-01,Democratic Republic of the Congo,United Arab Emirates,9.71562E+11,bulletin@aol.com,2023,High school graduate ,No ,Engineering & Computer Science,Information Systems,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
181,Annabella,STEPHENS,Naomi,F,23-10-01,Thailand,United Arab Emirates,97158891309,rgiersig@gmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Information Systems,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
182,Brendan,GARDNER,Brody,M,08-05-01,France,United Arab Emirates,9.71582E+11,marin@me.com,2023,High school graduate ,No ,Engineering & Computer Science,Information Systems,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
183,Leonel,PAYNE,Luis,M,04-05-01,United Kingdom,United Arab Emirates,9.71581E+11,phish@att.net,2023,High school graduate ,No ,Engineering & Computer Science,Information Systems,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
184,Kason,KELLEY,Miles,M,10-08-01,Italy,United Arab Emirates,9.71524E+11,murdocj@verizon.net,2023,High school graduate ,No ,Engineering & Computer Science,Information Systems,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
185,Dylan,DUNN,Micah,M,28-12-00,Egypt,United Arab Emirates,9.71562E+11,hstiles@comcast.net,2023,High school graduate ,No ,Engineering & Computer Science,Information Systems,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
186,Elle,PIERCE,Vincent,M,16-07-01,South Africa,United Arab Emirates,9.71564E+11,gslondon@att.net,2023,High school graduate ,No ,Engineering & Computer Science,Information Systems,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
187,Kiara,ARNOLD,Justin,M,17-07-01,South Korea,United Arab Emirates,9.71553E+11,cliffordj@me.com,2023,High school graduate ,No ,Engineering & Computer Science,Information Systems,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
188,Braylon,TRAN,Aubree,F,19-09-01,Colombia,United Arab Emirates,9.71554E+11,keutzer@comcast.net,2023,High school graduate ,No ,Engineering & Computer Science,Information Systems,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
189,Yaretzi,SPENCER,Aurora,F,25-03-01,Spain,United Arab Emirates,9.71548E+11,mhouston@optonline.net,2023,High school graduate ,No ,Engineering & Computer Science,Information Systems,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
190,Ariella,PETERS,Greyson,M,28-07-01,Brazil,United Arab Emirates,9.71549E+11,jacks@live.com,2023,High school graduate ,No ,Engineering & Computer Science,Information Systems,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
191,Legend,HAWKINS,Declan,M,20-12-01,Pakistan,United Arab Emirates,9.71583E+11,parrt@yahoo.ca,2023,High school graduate ,No ,Engineering & Computer Science,Information Systems,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
192,Zara,GRANT,Maxwell,M,05-01-01,Nigeria,United Arab Emirates,9.71568E+11,dkeeler@hotmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Information Systems,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
193,Pablo,HANSEN,Juan,M,11-06-01,Bangladesh,United Arab Emirates,9.71567E+11,thaljef@live.com,2023,High school graduate ,No ,Engineering & Computer Science,Information Systems,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
194,April,CASTRO,Melanie,F,10-08-01,Russia,United Arab Emirates,9715624285,darin@gmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Information Systems,05-05-24,04-10-26,Spring,Winter,,,,,,,
195,Jay,HOFFMAN,Cole,M,26-07-00,Japan,United Arab Emirates,9.71546E+11,munjal@sbcglobal.net,2023,High school graduate ,No ,Engineering & Computer Science,Information Systems,05-05-24,04-10-26,Spring,Winter,,,,,,,
196,Gwendolyn,HART,Lydia,F,14-04-00,Mexico,United Arab Emirates,9.71504E+11,retoh@att.net,2023,High school graduate ,No ,Engineering & Computer Science,Information Systems,05-05-24,04-10-26,Spring,Winter,,,,,,,
197,Anaya,ELLIOTT,Damian,M,08-04-99,Philippines,United Arab Emirates,9.71585E+11,skaufman@outlook.com,2023,High school graduate ,No ,Engineering & Computer Science,Information Systems,05-05-24,04-10-26,Spring,Winter,,,,,,,
198,Baylee,CUNNINGHAM,Brianna,F,30-08-99,Vietnam,United Arab Emirates,9.71562E+11,policies@msn.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
199,Brinley,KNIGHT,Ruby,F,17-11-00,Vietnam,United Arab Emirates,9.71555E+11,tbmaddux@hotmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
200,Adan,BRADLEY,Katherine,F,23-03-00,Vietnam,United Arab Emirates,97156703509,aaribaud@msn.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
201,Jensen,CARROLL,Ashley,F,29-02-00,Vietnam,United Arab Emirates,9.71544E+11,quinn@gmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
202,Sierra,HUDSON,Carlos,M,25-03-00,Vietnam,United Arab Emirates,9.71509E+11,avalon@hotmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
203,Annalise,DUNCAN,Max,M,22-12-99,Morocco,United Arab Emirates,9.71541E+11,kalpol@mac.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
204,Tatum,ARMSTRONG,Alexis,F,27-01-00,Morocco,United Arab Emirates,9.71545E+11,crandall@optonline.net,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
205,Serena,BERRY,Alice,F,18-03-00,Malaysia,United Arab Emirates,9.71589E+11,iapetus@optonline.net,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
206,Esteban,ANDREWS,Cora,F,04-05-00,Malaysia,United Arab Emirates,9.71566E+11,amcuri@live.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
207,Dahlia,JOHNSTON,Julia,F,04-07-00,Malaysia,United Arab Emirates,9.71552E+11,marnanel@yahoo.ca,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
208,Kellan,RAY,Harrison,M,29-09-99,Malaysia,United Arab Emirates,9.71589E+11,doche@mac.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
209,Macy,LANE,Madeline,F,18-07-00,Sudan ,United Arab Emirates,9.71589E+11,breegster@hotmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
210,Drake,RILEY,Weston,M,09-04-00,Uganda,United Arab Emirates,9.71587E+11,mcnihil@me.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
211,Warren,CARPENTER,Faith,F,12-03-99,Serbia,United Arab Emirates,97158908532,brickbat@msn.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
212,Miracle,PERKINS,Brantley,M,19-09-99,Senegal ,United Arab Emirates,9.71509E+11,garyjb@hotmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
213,Ismael,AGUILAR,Braxton,M,20-04-99,Sinagpore ,United Arab Emirates,9.71542E+11,seanq@msn.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
214,Madelynn,SILVA,Annabelle,F,25-08-98,United Arab Emirates,United Arab Emirates,9.71545E+11,scarlet@me.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
215,Briana,RICHARDS,Alyssa,F,16-06-99,United Arab Emirates,United Arab Emirates,9.71554E+11,marioph@icloud.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
216,Ari,WILLIS,Axel,M,16-04-99,United Arab Emirates,United Arab Emirates,9.71546E+11,farber@gmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,05-05-24,04-10-26,Spring,Winter,,,,,,,
217,Freya,MATTHEWS,Diego,M,18-06-99,United Arab Emirates,United Arab Emirates,9.71559E+11,nasarius@icloud.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,05-05-24,04-10-26,Spring,Winter,,,,,,,
218,Russell,CHAPMAN,Abel,M,20-01-99,United Arab Emirates,United Arab Emirates,97158368193,phish@verizon.net,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,05-05-24,04-10-26,Spring,Winter,,,,,,,
219,Macie,LAWRENCE,Wesley,M,10-09-99,United Arab Emirates,United Arab Emirates,97154396879,boein@msn.com,2023,High school graduate ,No ,Engineering & Computer Science,Computer Science General,05-05-24,04-10-26,Spring,Winter,,,,,,,
220,Bruce,GARZA,Santiago,M,29-10-99,United Arab Emirates,United Arab Emirates,9.71508E+11,frederic@yahoo.ca,2023,High school graduate ,No ,Engineering & Computer Science,Big data,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
221,Finnegan,VARGAS,Isabelle,F,05-02-99,United Arab Emirates,United Arab Emirates,9.71542E+11,sjmuir@att.net,2023,High school graduate ,No ,Engineering & Computer Science,Big data,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
222,Marcos,WATKINS,Vivian,F,23-05-99,United Arab Emirates,United Arab Emirates,97150777444,kaiser@yahoo.com,2023,High school graduate ,No ,Engineering & Computer Science,Big data,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
223,Jayson,WHEELER,Jesus,M,18-02-99,United Arab Emirates,United Arab Emirates,9.71503E+11,lbaxter@live.com,2023,High school graduate ,No ,Engineering & Computer Science,Big data,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
224,Theo,LARSON,Gianna,F,04-04-99,United Arab Emirates,United Arab Emirates,9.71551E+11,brbarret@aol.com,2023,High school graduate ,No ,Engineering & Computer Science,Big data,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
225,Helen,CARLSON,Silas,M,19-01-99,United Arab Emirates,United Arab Emirates,9.71508E+11,dougj@comcast.net,2023,High school graduate ,No ,Engineering & Computer Science,Big data,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
226,Bethany,HARPER,Giovanni,M,14-04-99,United Arab Emirates,United Arab Emirates,9.71587E+11,amimojo@live.com,2023,High school graduate ,No ,Engineering & Computer Science,Big data,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
227,Leia,GEORGE,Bryce,M,26-04-99,United Arab Emirates,United Arab Emirates,9.71505E+11,yangyan@verizon.net,2023,High school graduate ,No ,Engineering & Computer Science,Big data,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
228,Jaxton,GREENE,Jayce,M,17-03-98,United Arab Emirates,United Arab Emirates,9.71508E+11,fangorn@hotmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Big data,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
229,Phillip,BURKE,Bryson,M,14-08-98,United Arab Emirates,United Arab Emirates,9.71508E+11,thassine@yahoo.com,2023,High school graduate ,No ,Engineering & Computer Science,Big data,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
230,Harlow,GUZMAN,Alex,M,07-02-98,United Arab Emirates,United Arab Emirates,9.71586E+11,aracne@att.net,2023,High school graduate ,No ,Engineering & Computer Science,Big data,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
231,Dexter,MORRISON,Quinn,F,27-09-98,United Arab Emirates,United Arab Emirates,9.71501E+11,dimensio@gmail.com,2023,High school graduate ,No ,Engineering & Computer Science,Big data,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
232,Braylen,MUNOZ,Clara,F,29-11-98,United Arab Emirates,United Arab Emirates,9.71588E+11,carreras@yahoo.ca,2023,High school graduate ,No ,Engineering & Computer Science,Big data,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
233,Armando,JACOBS,Reagan,F,22-05-98,United Arab Emirates,United Arab Emirates,9.71566E+11,ullman@outlook.com,2023,High school graduate ,No ,Engineering & Computer Science,Big data,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
